Date,Temperature
2021/7/18,28.8
2021/7/19,28.7
2021/7/20,28.9
2021/7/21,28.5
2021/7/22,25.5
2021/7/23,26.3
2021/7/24,27.1
2021/7/25,28.9
2021/7/26,29.7
2021/7/27,29.1
2021/7/28,29.6
2021/7/29,30.2
2021/7/30,29.9
2021/7/31,29.3
2021/8/1,26.5
2021/8/2,25.7
2021/8/3,26.4
2021/8/4,27.4
2021/8/5,26.6
2021/8/6,26.2
2021/8/7,26.9
2021/8/8,25.3
2021/8/9,28.7
2021/8/10,29.2
2021/8/11,26.5
2021/8/12,27.8
2021/8/13,29
2021/8/14,28.7
2021/8/15,28.1
2021/8/16,28.3
2021/8/17,29.3
2021/8/18,29.3
2021/8/19,27.9
2021/8/20,27.7
2021/8/21,28.8
2021/8/22,28.4
2021/8/23,28.7
2021/8/24,29.8
2021/8/25,29.7
2021/8/26,27.2
2021/8/27,28.6
2021/8/28,28.5
2021/8/29,28.6
2021/8/30,29.2
2021/8/31,27.5
2021/9/1,27.6
2021/9/2,29.5
2021/9/3,28.8
2021/9/4,27.8
2021/9/5,26.4
2021/9/6,29.5
2021/9/7,29.3
2021/9/8,29
2021/9/9,28.8
2021/9/10,29.9
2021/9/11,28.9
2021/9/12,30.1
2021/9/13,27.5
2021/9/14,29.2
2021/9/15,29.3
2021/9/16,28.8
2021/9/17,28.4
2021/9/18,28.7
2021/9/19,28.5
2021/9/20,29.1
2021/9/21,18.5
2021/9/22,28.9
2021/9/23,28.8
2021/9/24,28.5
2021/9/25,27.8
2021/9/26,26.2
2021/9/27,26.9
2021/9/28,26.8
2021/9/29,26.2
2021/9/30,27.1
2021/10/1,28.4
2021/10/2,27.7
2021/10/3,28.4
2021/10/4,27.9
2021/10/5,27.6
2021/10/6,28
2021/10/7,28.4
2021/10/8,28.6
2021/10/9,28.4
2021/10/10,28.2
2021/10/11,28.3
2021/10/12,28
2021/10/13,28.1
2021/10/14,27.4
2021/10/15,26.8
2021/10/16,27.8
2021/10/17,23.3
2021/10/18,22
2021/10/19,22.3
2021/10/20,23.5
2021/10/21,24.9
2021/10/22,21
2021/10/23,20.6
2021/10/24,21.5
2021/10/25,22
2021/10/26,21.9
2021/10/27,22.7
2021/10/28,22.9
2021/10/29,21.7
2021/10/30,22.1
2021/10/31,22.3
2021/11/1,23.1
2021/11/2,22.6
2021/11/3,23.2
2021/11/4,23.3
2021/11/5,23.8
2021/11/6,25.5
2021/11/7,23.8
2021/11/8,25
2021/11/9,17.6
2021/11/10,17.2
2021/11/11,13.5
2021/11/12,17.2
2021/11/13,18.6
2021/11/14,18.4
2021/11/15,17.5
2021/11/16,20.5
2021/11/17,22.1
2021/11/18,23.1
2021/11/19,20.2
2021/11/20,21.1
2021/11/21,22.5
2021/11/22,23.3
2021/11/23,16
2021/11/24,16.7
2021/11/25,17.2
2021/11/26,20.2
2021/11/27,18.7
2021/11/28,18.7
2021/11/29,21.2
2021/11/30,22.1
2021/12/1,17.3
2021/12/2,16
2021/12/3,14.6
2021/12/4,13.4
2021/12/5,13.4
2021/12/6,18.5
2021/12/7,19.9
2021/12/8,17.4
2021/12/9,17.2
2021/12/10,17.8
2021/12/11,18.9
2021/12/12,20.6
2021/12/13,18.7
2021/12/14,16.5
2021/12/15,19.5
2021/12/16,20.1
2021/12/17,20.5
2021/12/18,15.1
2021/12/19,16.3
2021/12/20,15.9
2021/12/21,18.1
2021/12/22,17.4
2021/12/23,17.9
2021/12/24,18.4
2021/12/25,18.3
2021/12/26,14.6
2021/12/27,13.3
2021/12/28,14
2021/12/29,16.4
2021/12/30,16.9
2021/12/31,14.6
